id,group,age_demographic_tag,theme,gift_idea,why_unique,price_band,price_range
1109,"Premium, Rs 5000+",Statement gifts that land hard,Luxury Tech,High-refresh gaming monitor / setup piece,A serious upgrade the gamer will never forget.,D,"Rs 5,000+"
1110,"Premium, Rs 5000+",Statement gifts that land hard,Luxury Tech,Premium e-reader (top model),A luxurious library for the devoted reader.,D,"Rs 5,000+"
1111,"Premium, Rs 5000+",Statement gifts that land hard,Premium Experiences,Luxury multi-night staycation (for two),A curated escape at a five-star property.,D,"Rs 5,000+"
1112,"Premium, Rs 5000+",Statement gifts that land hard,Premium Experiences,Hot-air-balloon ride for two,A once-in-a-lifetime shared memory.,D,"Rs 5,000+"
1113,"Premium, Rs 5000+",Statement gifts that land hard,Premium Experiences,Supercar / superbike track experience,"A bucket-list adrenaline day, retold for years.",D,"Rs 5,000+"
1114,"Premium, Rs 5000+",Statement gifts that land hard,Premium Experiences,Private yacht / houseboat day,"An indulgent, unforgettable day on the water.",D,"Rs 5,000+"
1115,"Premium, Rs 5000+",Statement gifts that land hard,Premium Experiences,Fine-dining chef's-table for two,An evening of culinary theatre and craft.,D,"Rs 5,000+"
1116,"Premium, Rs 5000+",Statement gifts that land hard,Premium Experiences,Luxury wellness / spa retreat,Deep rejuvenation guided by expert hands.,D,"Rs 5,000+"
1117,"Premium, Rs 5000+",Statement gifts that land hard,Premium Experiences,Wildlife-safari luxury package,"Nature at its most thrilling, in comfort.",D,"Rs 5,000+"
1118,"Premium, Rs 5000+",Statement gifts that land hard,Premium Experiences,Heritage-palace stay experience,Royal living for a night; a story to keep.,D,"Rs 5,000+"
1119,"Premium, Rs 5000+",Statement gifts that land hard,Premium Experiences,Private wine / whisky tasting session,"A guided, indulgent evening for the connoisseur.",D,"Rs 5,000+"
1120,"Premium, Rs 5000+",Statement gifts that land hard,Premium Experiences,Scenic-helicopter / flying experience,"The world from above; pure, memorable awe.",D,"Rs 5,000+"
1121,"Premium, Rs 5000+",Statement gifts that land hard,High-End Home,Designer statement floor lamp,A sculptural centrepiece that defines a room.,D,"Rs 5,000+"
1122,"Premium, Rs 5000+",Statement gifts that land hard,High-End Home,Premium bed-linen / bedding set,Hotel-luxury sleep felt every single night.,D,"Rs 5,000+"
1123,"Premium, Rs 5000+",Statement gifts that land hard,High-End Home,Luxury aroma-diffuser + fragrance set,A signature home scent with designer presence.,D,"Rs 5,000+"
1124,"Premium, Rs 5000+",Statement gifts that land hard,High-End Home,Handcrafted décor / art object,A one-of-a-kind piece with real character.,D,"Rs 5,000+"
1125,"Premium, Rs 5000+",Statement gifts that land hard,High-End Home,Premium coffee-table book collection,"Curated, beautiful volumes that anchor a room.",D,"Rs 5,000+"
1126,"Premium, Rs 5000+",Statement gifts that land hard,High-End Home,Massage chair (full-body recliner),A home-spa throne for daily luxury.,D,"Rs 5,000+"
1127,"Premium, Rs 5000+",Statement gifts that land hard,High-End Home,Designer dinnerware / serveware set,Hosting elegance for the entertaining household.,D,"Rs 5,000+"
1128,"Premium, Rs 5000+",Statement gifts that land hard,High-End Home,Smart-lighting whole-room system,App-controlled ambience that transforms the space.,D,"Rs 5,000+"
1129,"Premium, Rs 5000+",Statement gifts that land hard,High-End Home,Premium indoor-plant + designer planter,A living statement for the design-led home.,D,"Rs 5,000+"
1130,"Premium, Rs 5000+",Statement gifts that land hard,High-End Home,Custom neon / light-art installation,Personalised light as a bold décor centrepiece.,D,"Rs 5,000+"
1131,"Premium, Rs 5000+",Statement gifts that land hard,Jewellery & Watches,Automatic mechanical watch (heirloom),A milestone timepiece to keep and pass on.,D,"Rs 5,000+"
1132,"Premium, Rs 5000+",Statement gifts that land hard,Jewellery & Watches,Diamond / precious-stone jewellery,Timeless brilliance for a landmark occasion.,D,"Rs 5,000+"
1133,"Premium, Rs 5000+",Statement gifts that land hard,Jewellery & Watches,Gold personalised name / initial piece,"A luxurious, personal keepsake worn with pride.",D,"Rs 5,000+"
1134,"Premium, Rs 5000+",Statement gifts that land hard,Jewellery & Watches,Pearl luxury jewellery set,Classic elegance for the most special moments.,D,"Rs 5,000+"
1135,"Premium, Rs 5000+",Statement gifts that land hard,Jewellery & Watches,Designer sunglasses (premium),A face-defining accessory built to last.,D,"Rs 5,000+"
1136,"Premium, Rs 5000+",Statement gifts that land hard,Jewellery & Watches,Solid-gold / platinum band (custom),"A meaningful, enduring symbol crafted to order.",D,"Rs 5,000+"
1137,"Premium, Rs 5000+",Statement gifts that land hard,Jewellery & Watches,Luxury fountain pen (limited edition),A collectible writing instrument of real prestige.,D,"Rs 5,000+"
1138,"Premium, Rs 5000+",Statement gifts that land hard,Jewellery & Watches,Premium leather goods set (bag/wallet),Craftsmanship that ages beautifully with them.,D,"Rs 5,000+"
1139,"Premium, Rs 5000+",Statement gifts that land hard,Jewellery & Watches,Engraved milestone crystal award,"Marks an achievement in striking, keepsake form.",D,"Rs 5,000+"
1140,"Premium, Rs 5000+",Statement gifts that land hard,Jewellery & Watches,Personalised diamond-accent pendant,Sparkle plus personal meaning; unforgettable.,D,"Rs 5,000+"
1141,"Premium, Rs 5000+",Statement gifts that land hard,Gourmet Luxury,Premium single-malt / spirits gift set,A distinguished bottle for the discerning palate.,D,"Rs 5,000+"
1142,"Premium, Rs 5000+",Statement gifts that land hard,Gourmet Luxury,Luxury chocolate / dessert hamper,An indulgent showpiece of the finest treats.,D,"Rs 5,000+"
1143,"Premium, Rs 5000+",Statement gifts that land hard,Gourmet Luxury,"Gourmet gift-hamper (curated, premium)",A lavish spread of the best gourmet finds.,D,"Rs 5,000+"
1144,"Premium, Rs 5000+",Statement gifts that land hard,Gourmet Luxury,Fine-tea / rare-coffee collection,A connoisseur's journey through rare flavours.,D,"Rs 5,000+"
1145,"Premium, Rs 5000+",Statement gifts that land hard,Gourmet Luxury,Premium dry-fruit & saffron hamper,"A rich, festive gift of the finest ingredients.",D,"Rs 5,000+"
1146,"Premium, Rs 5000+",Statement gifts that land hard,Gourmet Luxury,Artisanal cheese & charcuterie premium set,Turns an evening into a gourmet celebration.,D,"Rs 5,000+"
1147,"Premium, Rs 5000+",Statement gifts that land hard,Gourmet Luxury,Luxury bar / cocktail-craft set,Everything for a spectacular home-bar showpiece.,D,"Rs 5,000+"
1148,"Premium, Rs 5000+",Statement gifts that land hard,Gourmet Luxury,Champagne / sparkling celebration set,A toast-worthy gift for landmark moments.,D,"Rs 5,000+"
1149,"Premium, Rs 5000+",Statement gifts that land hard,Gourmet Luxury,Premium honey / exotic-condiment collection,"Rare, gourmet pantry treasures for the foodie.",D,"Rs 5,000+"
1150,"Premium, Rs 5000+",Statement gifts that land hard,Gourmet Luxury,Chef's premium cookware statement piece,A lifetime kitchen upgrade for the serious cook.,D,"Rs 5,000+"
1151,"Premium, Rs 5000+",Statement gifts that land hard,Travel Luxury,Premium luggage set (hard-shell),"Handsome, durable carry for the frequent flyer.",D,"Rs 5,000+"
1152,"Premium, Rs 5000+",Statement gifts that land hard,Travel Luxury,Full-grain leather weekender bag,Timeless travel gear that ages beautifully.,D,"Rs 5,000+"
1153,"Premium, Rs 5000+",Statement gifts that land hard,Travel Luxury,Luxury travel-accessory gift box,Curated essentials for the seasoned traveller.,D,"Rs 5,000+"
1154,"Premium, Rs 5000+",Statement gifts that land hard,Travel Luxury,Premium travel headphones (ANC),Peace and premium sound on every journey.,D,"Rs 5,000+"
1155,"Premium, Rs 5000+",Statement gifts that land hard,Travel Luxury,Designer passport + travel-wallet set,Sophisticated organisation for the globetrotter.,D,"Rs 5,000+"
1156,"Premium, Rs 5000+",Statement gifts that land hard,Travel Luxury,Curated travel-experience gift card (premium),They choose a world-class experience; ultimate flexibility.,D,"Rs 5,000+"
1157,"Premium, Rs 5000+",Statement gifts that land hard,Travel Luxury,Luxury camera / travel-photography kit,For capturing journeys in stunning detail.,D,"Rs 5,000+"
1158,"Premium, Rs 5000+",Statement gifts that land hard,Travel Luxury,Premium car-travel gadget bundle,"Upgrades every road trip with smart, sleek tech.",D,"Rs 5,000+"
1159,"Premium, Rs 5000+",Statement gifts that land hard,Travel Luxury,First-class lounge / travel-perk membership,Turns airport waits into indulgent comfort.,D,"Rs 5,000+"
1160,"Premium, Rs 5000+",Statement gifts that land hard,Travel Luxury,Personalised luxury travel journal set,A beautiful home for the stories of their travels.,D,"Rs 5,000+"
1161,"Premium, Rs 5000+",Statement gifts that land hard,Wellness Luxury,Full-body premium massage chair,A home-spa throne for daily deep relaxation.,D,"Rs 5,000+"
1162,"Premium, Rs 5000+",Statement gifts that land hard,Wellness Luxury,Luxury spa-retreat weekend gift,A restorative escape for body and mind.,D,"Rs 5,000+"
1163,"Premium, Rs 5000+",Statement gifts that land hard,Wellness Luxury,Premium fitness smart-mirror / equipment,A high-end home gym that guides every workout.,D,"Rs 5,000+"
1164,"Premium, Rs 5000+",Statement gifts that land hard,Wellness Luxury,High-end percussion massage device,Pro-grade recovery that feels genuinely luxurious.,D,"Rs 5,000+"
1165,"Premium, Rs 5000+",Statement gifts that land hard,Wellness Luxury,Ayurveda luxury wellness package,"Deep, traditional rejuvenation by expert hands.",D,"Rs 5,000+"
1166,"Premium, Rs 5000+",Statement gifts that land hard,Wellness Luxury,Premium sleep-tech bundle,Better sleep as the ultimate modern luxury.,D,"Rs 5,000+"
1167,"Premium, Rs 5000+",Statement gifts that land hard,Wellness Luxury,Luxury skincare ritual collection,"A considered, indulgent daily self-care upgrade.",D,"Rs 5,000+"
1168,"Premium, Rs 5000+",Statement gifts that land hard,Wellness Luxury,Infrared sauna blanket,At-home detox-and-relax; a wellness statement gift.,D,"Rs 5,000+"
1169,"Premium, Rs 5000+",Statement gifts that land hard,Wellness Luxury,Premium meditation / breathwork device,Stress relief made tangible and beautifully designed.,D,"Rs 5,000+"
1170,"Premium, Rs 5000+",Statement gifts that land hard,Wellness Luxury,Personalised luxury robe + spa hamper,Hotel-grade comfort with a bespoke touch.,D,"Rs 5,000+"
1171,"Premium, Rs 5000+",Statement gifts that land hard,Collectibles,Collector-grade franchise replica (1:1),A museum-worthy fan piece that owns the room.,D,"Rs 5,000+"
1172,"Premium, Rs 5000+",Statement gifts that land hard,Collectibles,Limited-edition art print (signed),Gallery-grade wall art with genuine collectible value.,D,"Rs 5,000+"
1173,"Premium, Rs 5000+",Statement gifts that land hard,Collectibles,Premium vinyl turntable + record set,"Analog warmth and cover-art romance, elevated.",D,"Rs 5,000+"
1174,"Premium, Rs 5000+",Statement gifts that land hard,Collectibles,Handcrafted premium chess set,A heirloom for the strategist; art and game in one.,D,"Rs 5,000+"
1175,"Premium, Rs 5000+",Statement gifts that land hard,Collectibles,Luxury model-build (detailed kit),A prestige project and a striking display piece.,D,"Rs 5,000+"
1176,"Premium, Rs 5000+",Statement gifts that land hard,Collectibles,Signed sports / music memorabilia,"A piece of their passion, authenticated and treasured.",D,"Rs 5,000+"
1177,"Premium, Rs 5000+",Statement gifts that land hard,Collectibles,Premium telescope (advanced),Deep-sky wonder for the serious stargazer.,D,"Rs 5,000+"
1178,"Premium, Rs 5000+",Statement gifts that land hard,Collectibles,Designer statement sculpture,"A bold, characterful centrepiece for the home.",D,"Rs 5,000+"
1179,"Premium, Rs 5000+",Statement gifts that land hard,Collectibles,Rare-book / first-edition collectible,A treasure for the bibliophile; lasting and meaningful.,D,"Rs 5,000+"
1180,"Premium, Rs 5000+",Statement gifts that land hard,Collectibles,Custom-built PC / high-end setup piece,The dream upgrade for the serious enthusiast.,D,"Rs 5,000+"
1181,"Premium, Rs 5000+",Statement gifts that land hard,Personalised Luxury,Bespoke portrait painting (commissioned),A loved one immortalised by a real artist.,D,"Rs 5,000+"
1182,"Premium, Rs 5000+",Statement gifts that land hard,Personalised Luxury,Custom engraved luxury watch,A milestone timepiece made unmistakably theirs.,D,"Rs 5,000+"
1183,"Premium, Rs 5000+",Statement gifts that land hard,Personalised Luxury,Personalised premium leather-goods set,Monogrammed craftsmanship for everyday luxury.,D,"Rs 5,000+"
1184,"Premium, Rs 5000+",Statement gifts that land hard,Personalised Luxury,Custom family-portrait sculpture / art,The whole family as a striking keepsake.,D,"Rs 5,000+"
1185,"Premium, Rs 5000+",Statement gifts that land hard,Personalised Luxury,Engraved fine-jewellery keepsake,"Precious, personal and worn with love for life.",D,"Rs 5,000+"
1186,"Premium, Rs 5000+",Statement gifts that land hard,Personalised Luxury,Bespoke fragrance (custom-blended),A signature scent created uniquely for them.,D,"Rs 5,000+"
1187,"Premium, Rs 5000+",Statement gifts that land hard,Personalised Luxury,Personalised luxury photo-book (premium),A life's memories bound in a beautiful volume.,D,"Rs 5,000+"
1188,"Premium, Rs 5000+",Statement gifts that land hard,Personalised Luxury,Custom star-map on premium canvas,"A meaningful night sky, rendered as fine art.",D,"Rs 5,000+"
1189,"Premium, Rs 5000+",Statement gifts that land hard,Personalised Luxury,Monogrammed premium bar / desk set,Executive elegance made personal.,D,"Rs 5,000+"
1190,"Premium, Rs 5000+",Statement gifts that land hard,Personalised Luxury,Bespoke keepsake box (handcrafted),"A beautiful, custom home for a lifetime of treasures.",D,"Rs 5,000+"
1191,"Premium, Rs 5000+",Statement gifts that land hard,Big-Ticket Experiences,International short-getaway package,A dream trip; the most memorable gift of all.,D,"Rs 5,000+"
1192,"Premium, Rs 5000+",Statement gifts that land hard,Big-Ticket Experiences,Luxury dinner-cruise for two,An elegant evening on the water to remember.,D,"Rs 5,000+"
1193,"Premium, Rs 5000+",Statement gifts that land hard,Big-Ticket Experiences,Private cooking class with a chef,"A hands-on, gourmet experience they'll treasure.",D,"Rs 5,000+"
1194,"Premium, Rs 5000+",Statement gifts that land hard,Big-Ticket Experiences,Adventure-sports premium package,Skydiving-tier thrills for the bold at heart.,D,"Rs 5,000+"
1195,"Premium, Rs 5000+",Statement gifts that land hard,Big-Ticket Experiences,Luxury wildlife / jungle-lodge stay,"Nature and comfort in perfect, memorable balance.",D,"Rs 5,000+"
1196,"Premium, Rs 5000+",Statement gifts that land hard,Big-Ticket Experiences,Concert / premium-event VIP tickets,A front-row memory of a lifetime.,D,"Rs 5,000+"
1197,"Premium, Rs 5000+",Statement gifts that land hard,Big-Ticket Experiences,Personal-styling / makeover experience,"A confidence-boosting, feel-amazing day.",D,"Rs 5,000+"
1198,"Premium, Rs 5000+",Statement gifts that land hard,Big-Ticket Experiences,Photography destination-shoot package,"Stunning, professional images in a dream location.",D,"Rs 5,000+"
